sujeto,movimiento,variante,tipo_figura,banda,ruta_archivo,existe,modelable,graficable,diagnostica,motivo_no_modelable,motivo_no_graficable,observacion
211260561,all,sinArtefactosConservador,topomap,betaL,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/topomaps/211260561_all_sinArtefactosConservador_topomap_betaL.png,True,True,True,False,,,Topomap de promedio BANDPOWER por canal; no usa promedio directo de cleanNorm. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
211260561,all,sinArtefactosConservador,topomap,betaH,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/topomaps/211260561_all_sinArtefactosConservador_topomap_betaH.png,True,True,True,False,,,Topomap de promedio BANDPOWER por canal; no usa promedio directo de cleanNorm. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
211260561,all,sinArtefactosConservador,topomap,gamma,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/topomaps/211260561_all_sinArtefactosConservador_topomap_gamma.png,True,True,True,False,,,Topomap de promedio BANDPOWER por canal; no usa promedio directo de cleanNorm. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
211260561,all,sinArtefactosConservador,spectral,bandas,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/spectral/211260561_all_sinArtefactosConservador_spectral_bandpower.png,True,True,True,False,,,Espectro derivado desde promedios BANDPOWER interpretables. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
211260561,all,sinArtefactosEstricto,scroll,promedio_bandas,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/scroll/211260561_all_sinArtefactosEstricto_scroll_promedio_bandas.png,True,True,True,False,,,Scroll comparativo BANDPOWER. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
211260561,all,sinArtefactosEstricto,topomap,theta,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/topomaps/211260561_all_sinArtefactosEstricto_topomap_theta.png,True,True,True,False,,,Topomap de promedio BANDPOWER por canal; no usa promedio directo de cleanNorm. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
211260561,all,sinArtefactosEstricto,topomap,alpha,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/topomaps/211260561_all_sinArtefactosEstricto_topomap_alpha.png,True,True,True,False,,,Topomap de promedio BANDPOWER por canal; no usa promedio directo de cleanNorm. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
211260561,all,sinArtefactosEstricto,topomap,betaL,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/topomaps/211260561_all_sinArtefactosEstricto_topomap_betaL.png,True,True,True,False,,,Topomap de promedio BANDPOWER por canal; no usa promedio directo de cleanNorm. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
211260561,all,sinArtefactosEstricto,topomap,betaH,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/topomaps/211260561_all_sinArtefactosEstricto_topomap_betaH.png,True,True,True,False,,,Topomap de promedio BANDPOWER por canal; no usa promedio directo de cleanNorm. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
211260561,all,sinArtefactosEstricto,topomap,gamma,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/topomaps/211260561_all_sinArtefactosEstricto_topomap_gamma.png,True,True,True,False,,,Topomap de promedio BANDPOWER por canal; no usa promedio directo de cleanNorm. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
211260561,all,sinArtefactosEstricto,spectral,bandas,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/spectral/211260561_all_sinArtefactosEstricto_spectral_bandpower.png,True,True,True,False,,,Espectro derivado desde promedios BANDPOWER interpretables. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260563,all,cleanSmooth,scroll,promedio_bandas,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/scroll/212260563_all_cleanSmooth_scroll_promedio_bandas.png,True,True,True,False,,,Scroll comparativo BANDPOWER. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260563,all,cleanSmooth,topomap,theta,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/topomaps/212260563_all_cleanSmooth_topomap_theta.png,True,True,True,False,,,Topomap de promedio BANDPOWER por canal; no usa promedio directo de cleanNorm. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260563,all,cleanSmooth,topomap,alpha,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/topomaps/212260563_all_cleanSmooth_topomap_alpha.png,True,True,True,False,,,Topomap de promedio BANDPOWER por canal; no usa promedio directo de cleanNorm. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260563,all,cleanSmooth,topomap,betaL,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/topomaps/212260563_all_cleanSmooth_topomap_betaL.png,True,True,True,False,,,Topomap de promedio BANDPOWER por canal; no usa promedio directo de cleanNorm. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260563,all,cleanSmooth,topomap,betaH,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/topomaps/212260563_all_cleanSmooth_topomap_betaH.png,True,True,True,False,,,Topomap de promedio BANDPOWER por canal; no usa promedio directo de cleanNorm. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260563,all,cleanSmooth,topomap,gamma,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/topomaps/212260563_all_cleanSmooth_topomap_gamma.png,True,True,True,False,,,Topomap de promedio BANDPOWER por canal; no usa promedio directo de cleanNorm. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260563,all,cleanSmooth,spectral,bandas,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/spectral/212260563_all_cleanSmooth_spectral_bandpower.png,True,True,True,False,,,Espectro derivado desde promedios BANDPOWER interpretables. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260563,all,noOutliers,scroll,promedio_bandas,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/scroll/212260563_all_noOutliers_scroll_promedio_bandas.png,True,True,True,False,,,Scroll comparativo BANDPOWER. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260563,all,noOutliers,topomap,theta,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/topomaps/212260563_all_noOutliers_topomap_theta.png,True,True,True,False,,,Topomap de promedio BANDPOWER por canal; no usa promedio directo de cleanNorm. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260563,all,noOutliers,topomap,alpha,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/topomaps/212260563_all_noOutliers_topomap_alpha.png,True,True,True,False,,,Topomap de promedio BANDPOWER por canal; no usa promedio directo de cleanNorm. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260563,all,noOutliers,topomap,betaL,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/topomaps/212260563_all_noOutliers_topomap_betaL.png,True,True,True,False,,,Topomap de promedio BANDPOWER por canal; no usa promedio directo de cleanNorm. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260563,all,noOutliers,topomap,betaH,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/topomaps/212260563_all_noOutliers_topomap_betaH.png,True,True,True,False,,,Topomap de promedio BANDPOWER por canal; no usa promedio directo de cleanNorm. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260563,all,noOutliers,topomap,gamma,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/topomaps/212260563_all_noOutliers_topomap_gamma.png,True,True,True,False,,,Topomap de promedio BANDPOWER por canal; no usa promedio directo de cleanNorm. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260563,all,noOutliers,spectral,bandas,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/spectral/212260563_all_noOutliers_spectral_bandpower.png,True,True,True,False,,,Espectro derivado desde promedios BANDPOWER interpretables. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260563,all,sinArtefactosConservador,scroll,promedio_bandas,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/scroll/212260563_all_sinArtefactosConservador_scroll_promedio_bandas.png,True,False,True,True,min_clase < 10,,Scroll comparativo BANDPOWER. Figura diagnostica: la variante no es modelable por baja retencion o baja representacion de clase. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260563,all,sinArtefactosConservador,topomap,theta,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/topomaps/212260563_all_sinArtefactosConservador_topomap_theta.png,True,False,True,True,min_clase < 10,,Topomap de promedio BANDPOWER por canal; no usa promedio directo de cleanNorm. Figura diagnostica: la variante no es modelable por baja retencion o baja representacion de clase. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260563,all,sinArtefactosConservador,topomap,alpha,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/topomaps/212260563_all_sinArtefactosConservador_topomap_alpha.png,True,False,True,True,min_clase < 10,,Topomap de promedio BANDPOWER por canal; no usa promedio directo de cleanNorm. Figura diagnostica: la variante no es modelable por baja retencion o baja representacion de clase. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260563,all,sinArtefactosConservador,topomap,betaL,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/topomaps/212260563_all_sinArtefactosConservador_topomap_betaL.png,True,False,True,True,min_clase < 10,,Topomap de promedio BANDPOWER por canal; no usa promedio directo de cleanNorm. Figura diagnostica: la variante no es modelable por baja retencion o baja representacion de clase. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260563,all,sinArtefactosConservador,topomap,betaH,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/topomaps/212260563_all_sinArtefactosConservador_topomap_betaH.png,True,False,True,True,min_clase < 10,,Topomap de promedio BANDPOWER por canal; no usa promedio directo de cleanNorm. Figura diagnostica: la variante no es modelable por baja retencion o baja representacion de clase. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260563,all,sinArtefactosConservador,topomap,gamma,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/topomaps/212260563_all_sinArtefactosConservador_topomap_gamma.png,True,False,True,True,min_clase < 10,,Topomap de promedio BANDPOWER por canal; no usa promedio directo de cleanNorm. Figura diagnostica: la variante no es modelable por baja retencion o baja representacion de clase. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260563,all,sinArtefactosConservador,spectral,bandas,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/spectral/212260563_all_sinArtefactosConservador_spectral_bandpower.png,True,False,True,True,min_clase < 10,,Espectro derivado desde promedios BANDPOWER interpretables. Figura diagnostica: la variante no es modelable por baja retencion o baja representacion de clase. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260563,all,sinArtefactosEstricto,scroll,promedio_bandas,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/scroll/212260563_all_sinArtefactosEstricto_scroll_promedio_bandas.png,True,False,True,True,min_clase < 10; retencion_% < 50,,Scroll comparativo BANDPOWER. Figura diagnostica: la variante no es modelable por baja retencion o baja representacion de clase. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260563,all,sinArtefactosEstricto,topomap,theta,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/topomaps/212260563_all_sinArtefactosEstricto_topomap_theta.png,True,False,True,True,min_clase < 10; retencion_% < 50,,Topomap de promedio BANDPOWER por canal; no usa promedio directo de cleanNorm. Figura diagnostica: la variante no es modelable por baja retencion o baja representacion de clase. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260563,all,sinArtefactosEstricto,topomap,alpha,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/topomaps/212260563_all_sinArtefactosEstricto_topomap_alpha.png,True,False,True,True,min_clase < 10; retencion_% < 50,,Topomap de promedio BANDPOWER por canal; no usa promedio directo de cleanNorm. Figura diagnostica: la variante no es modelable por baja retencion o baja representacion de clase. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260563,all,sinArtefactosEstricto,topomap,betaL,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/topomaps/212260563_all_sinArtefactosEstricto_topomap_betaL.png,True,False,True,True,min_clase < 10; retencion_% < 50,,Topomap de promedio BANDPOWER por canal; no usa promedio directo de cleanNorm. Figura diagnostica: la variante no es modelable por baja retencion o baja representacion de clase. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260563,all,sinArtefactosEstricto,topomap,betaH,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/topomaps/212260563_all_sinArtefactosEstricto_topomap_betaH.png,True,False,True,True,min_clase < 10; retencion_% < 50,,Topomap de promedio BANDPOWER por canal; no usa promedio directo de cleanNorm. Figura diagnostica: la variante no es modelable por baja retencion o baja representacion de clase. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260563,all,sinArtefactosEstricto,topomap,gamma,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/topomaps/212260563_all_sinArtefactosEstricto_topomap_gamma.png,True,False,True,True,min_clase < 10; retencion_% < 50,,Topomap de promedio BANDPOWER por canal; no usa promedio directo de cleanNorm. Figura diagnostica: la variante no es modelable por baja retencion o baja representacion de clase. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260563,all,sinArtefactosEstricto,spectral,bandas,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/spectral/212260563_all_sinArtefactosEstricto_spectral_bandpower.png,True,False,True,True,min_clase < 10; retencion_% < 50,,Espectro derivado desde promedios BANDPOWER interpretables. Figura diagnostica: la variante no es modelable por baja retencion o baja representacion de clase. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260567,all,cleanSmooth,scroll,promedio_bandas,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/scroll/212260567_all_cleanSmooth_scroll_promedio_bandas.png,True,True,True,False,,,Scroll comparativo BANDPOWER. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260567,all,cleanSmooth,topomap,theta,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/topomaps/212260567_all_cleanSmooth_topomap_theta.png,True,True,True,False,,,Topomap de promedio BANDPOWER por canal; no usa promedio directo de cleanNorm. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260567,all,cleanSmooth,topomap,alpha,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/topomaps/212260567_all_cleanSmooth_topomap_alpha.png,True,True,True,False,,,Topomap de promedio BANDPOWER por canal; no usa promedio directo de cleanNorm. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260567,all,cleanSmooth,topomap,betaL,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/topomaps/212260567_all_cleanSmooth_topomap_betaL.png,True,True,True,False,,,Topomap de promedio BANDPOWER por canal; no usa promedio directo de cleanNorm. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260567,all,cleanSmooth,topomap,betaH,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/topomaps/212260567_all_cleanSmooth_topomap_betaH.png,True,True,True,False,,,Topomap de promedio BANDPOWER por canal; no usa promedio directo de cleanNorm. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260567,all,cleanSmooth,topomap,gamma,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/topomaps/212260567_all_cleanSmooth_topomap_gamma.png,True,True,True,False,,,Topomap de promedio BANDPOWER por canal; no usa promedio directo de cleanNorm. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260567,all,cleanSmooth,spectral,bandas,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/spectral/212260567_all_cleanSmooth_spectral_bandpower.png,True,True,True,False,,,Espectro derivado desde promedios BANDPOWER interpretables. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260567,all,noOutliers,scroll,promedio_bandas,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/scroll/212260567_all_noOutliers_scroll_promedio_bandas.png,True,True,True,False,,,Scroll comparativo BANDPOWER. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260567,all,noOutliers,topomap,theta,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/topomaps/212260567_all_noOutliers_topomap_theta.png,True,True,True,False,,,Topomap de promedio BANDPOWER por canal; no usa promedio directo de cleanNorm. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260567,all,noOutliers,topomap,alpha,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/topomaps/212260567_all_noOutliers_topomap_alpha.png,True,True,True,False,,,Topomap de promedio BANDPOWER por canal; no usa promedio directo de cleanNorm. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
212260567,all,noOutliers,topomap,betaL,/kaggle/working/outputs/TESE_pruebas/run_20260902_145353/processed_data/figures/topomaps/212260567_all_noOutliers_topomap_betaL.png,True,True,True,False,,,Topomap de promedio BANDPOWER por canal; no usa promedio directo de cleanNorm. Las visualizaciones representan características BANDPOWER derivadas por canal y banda. No equivalen a qEEG clínico normativo ni a PSD cruda calculada desde señal continua.
